,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
19,2021-12-04,15:30,Bundesliga,Matchweek 14,Sat,Away,L,0,3,Mainz 05,0.7,1.2,58.0,10000.0,Maximilian Arnold,3-4-3,Florian Badstübner,Match Report,,15.0,0.0,20.6,1.0,0.0,0.0,2022,Wolfsburg
21,2021-12-11,18:30,Bundesliga,Matchweek 15,Sat,Home,L,0,2,Stuttgart,1.5,1.2,53.0,5000.0,Koen Casteels,4-2-3-1,Sascha Stegemann,Match Report,,18.0,4.0,19.8,1.0,0.0,0.0,2022,Wolfsburg
22,2021-12-14,20:30,Bundesliga,Matchweek 16,Tue,Home,L,2,3,Köln,2.4,3.1,39.0,5000.0,Koen Casteels,4-2-3-1,Robert Hartmann,Match Report,,19.0,5.0,17.4,2.0,0.0,0.0,2022,Wolfsburg
23,2021-12-17,20:30,Bundesliga,Matchweek 17,Fri,Away,L,0,4,Bayern Munich,1.0,3.6,37.0,,Koen Casteels,3-4-3,Tobias Welz,Match Report,,9.0,2.0,12.1,0.0,0.0,0.0,2022,Wolfsburg
24,2022-01-09,17:30,Bundesliga,Matchweek 18,Sun,Away,L,0,1,Bochum,0.4,0.9,50.0,,Koen Casteels,3-4-3,Daniel Schlager,Match Report,,12.0,3.0,22.9,0.0,0.0,0.0,2022,Wolfsburg
25,2022-01-15,15:30,Bundesliga,Matchweek 19,Sat,Home,D,0,0,Hertha BSC,1.7,0.3,48.0,500.0,Koen Casteels,3-4-3,Robert Hartmann,Match Report,,9.0,3.0,15.1,0.0,0.0,0.0,2022,Wolfsburg
26,2022-01-23,15:30,Bundesliga,Matchweek 20,Sun,Away,L,0,2,RB Leipzig,0.8,1.5,47.0,1000.0,Koen Casteels,3-4-3,Daniel Siebert,Match Report,,10.0,3.0,19.5,1.0,0.0,0.0,2022,Wolfsburg
27,2022-02-06,17:30,Bundesliga,Matchweek 21,Sun,Home,W,4,1,Greuther Fürth,2.4,1.1,56.0,500.0,Koen Casteels,3-4-3,Martin Petersen,Match Report,,14.0,6.0,18.1,3.0,0.0,0.0,2022,Wolfsburg
28,2022-02-12,15:30,Bundesliga,Matchweek 22,Sat,Away,W,2,0,Eint Frankfurt,1.5,1.0,39.0,10000.0,Koen Casteels,3-4-3,Frank Willenborg,Match Report,,10.0,2.0,18.9,0.0,1.0,1.0,2022,Wolfsburg
29,2022-02-19,15:30,Bundesliga,Matchweek 23,Sat,Home,L,1,2,Hoffenheim,1.5,1.5,55.0,7145.0,Koen Casteels,3-4-3,Felix Zwayer,Match Report,,14.0,6.0,18.3,0.0,0.0,0.0,2022,Wolfsburg
30,2022-02-26,15:30,Bundesliga,Matchweek 24,Sat,Away,D,2,2,M'Gladbach,1.4,2.4,34.0,10000.0,Koen Casteels,3-4-3,Tobias Reichel,Match Report,,6.0,2.0,12.0,0.0,0.0,0.0,2022,Wolfsburg
31,2022-03-05,15:30,Bundesliga,Matchweek 25,Sat,Home,W,1,0,Union Berlin,0.5,1.2,46.0,15703.0,Koen Casteels,4-1-2-1-2◆,Patrick Ittrich,Match Report,,8.0,3.0,19.1,0.0,0.0,0.0,2022,Wolfsburg
32,2022-03-12,15:30,Bundesliga,Matchweek 26,Sat,Away,L,2,3,Freiburg,1.3,1.3,58.0,25000.0,Maximilian Arnold,3-4-3,Martin Petersen,Match Report,,12.0,5.0,19.5,0.0,0.0,0.0,2022,Wolfsburg
33,2022-03-20,17:30,Bundesliga,Matchweek 27,Sun,Home,L,0,2,Leverkusen,1.1,1.0,50.0,16554.0,Maximilian Arnold,3-4-3,Felix Brych,Match Report,,14.0,3.0,19.2,1.0,0.0,0.0,2022,Wolfsburg
34,2022-04-03,15:30,Bundesliga,Matchweek 28,Sun,Away,L,0,3,Augsburg,1.1,1.6,61.0,23143.0,Maximilian Arnold,3-4-3,Sascha Stegemann,Match Report,,18.0,5.0,17.6,0.0,0.0,0.0,2022,Wolfsburg
35,2022-04-09,15:30,Bundesliga,Matchweek 29,Sat,Home,W,4,0,Arminia,2.0,0.4,53.0,22512.0,Koen Casteels,3-4-3,Benjamin Brand,Match Report,,11.0,6.0,16.0,1.0,0.0,0.0,2022,Wolfsburg
36,2022-04-16,15:30,Bundesliga,Matchweek 30,Sat,Away,L,1,6,Dortmund,1.5,3.0,40.0,79200.0,Koen Casteels,3-4-3,Robert Schröder,Match Report,,10.0,4.0,15.3,0.0,0.0,0.0,2022,Wolfsburg
37,2022-04-22,20:30,Bundesliga,Matchweek 31,Fri,Home,W,5,0,Mainz 05,3.7,0.7,60.0,19055.0,Koen Casteels,4-3-3,Harm Osmers,Match Report,,14.0,7.0,17.4,1.0,1.0,1.0,2022,Wolfsburg
38,2022-04-30,15:30,Bundesliga,Matchweek 32,Sat,Away,D,1,1,Stuttgart,1.4,0.8,43.0,55000.0,Koen Casteels,4-3-3,Sven Jablonski,Match Report,,15.0,5.0,19.9,1.0,0.0,0.0,2022,Wolfsburg
39,2022-05-07,15:30,Bundesliga,Matchweek 33,Sat,Away,W,1,0,Köln,1.1,1.2,39.0,50000.0,Maximilian Arnold,4-4-2,Tobias Stieler,Match Report,,5.0,3.0,26.2,0.0,0.0,0.0,2022,Wolfsburg
40,2022-05-14,15:30,Bundesliga,Matchweek 34,Sat,Home,D,2,2,Bayern Munich,1.5,2.1,33.0,30000.0,Koen Casteels,4-4-2,Robert Hartmann,Match Report,,9.0,2.0,18.3,0.0,0.0,0.0,2022,Wolfsburg
1,2021-08-14,15:30,Bundesliga,Matchweek 1,Sat,Away,L,0,1,Wolfsburg,0.4,2.0,40.0,8536.0,Anthony Losilla,4-3-3,Frank Willenborg,Match Report,,7.0,1.0,20.0,0.0,0.0,0.0,2022,Bochum
2,2021-08-21,15:30,Bundesliga,Matchweek 2,Sat,Home,W,2,0,Mainz 05,0.8,0.9,42.0,12548.0,Anthony Losilla,4-2-3-1,Patrick Ittrich,Match Report,,8.0,4.0,17.0,1.0,0.0,0.0,2022,Bochum
3,2021-08-28,15:30,Bundesliga,Matchweek 3,Sat,Away,L,1,2,Köln,0.6,3.2,30.0,25000.0,Anthony Losilla,4-3-3,Benjamin Cortus,Match Report,,11.0,1.0,17.7,1.0,0.0,0.0,2022,Bochum
4,2021-09-12,17:30,Bundesliga,Matchweek 4,Sun,Home,L,1,3,Hertha BSC,1.2,0.3,66.0,14000.0,Anthony Losilla,4-2-3-1,Robert Schröder,Match Report,,18.0,5.0,25.2,4.0,0.0,0.0,2022,Bochum
5,2021-09-18,15:30,Bundesliga,Matchweek 5,Sat,Away,L,0,7,Bayern Munich,0.4,5.6,31.0,25000.0,Anthony Losilla,4-2-3-1,Tobias Welz,Match Report,,5.0,0.0,16.9,0.0,0.0,0.0,2022,Bochum
6,2021-09-26,15:30,Bundesliga,Matchweek 6,Sun,Home,D,0,0,Stuttgart,0.8,0.3,44.0,15300.0,Anthony Losilla,4-2-3-1,Christian Dingert,Match Report,,15.0,4.0,22.1,1.0,0.0,0.0,2022,Bochum
7,2021-10-02,18:30,Bundesliga,Matchweek 7,Sat,Away,L,0,3,RB Leipzig,1.5,3.2,41.0,25598.0,Anthony Losilla,4-2-3-1,Robert Hartmann,Match Report,,9.0,2.0,15.1,0.0,0.0,0.0,2022,Bochum
8,2021-10-16,15:30,Bundesliga,Matchweek 8,Sat,Away,W,1,0,Greuther Fürth,1.6,0.8,44.0,10586.0,Anthony Losilla,4-3-3,Bastian Dankert,Match Report,,10.0,2.0,16.1,0.0,0.0,0.0,2022,Bochum
9,2021-10-24,19:30,Bundesliga,Matchweek 9,Sun,Home,W,2,0,Eint Frankfurt,2.1,1.6,41.0,19510.0,Anthony Losilla,4-3-3,Marco Fritz,Match Report,,19.0,7.0,18.1,0.0,0.0,0.0,2022,Bochum
11,2021-10-31,17:30,Bundesliga,Matchweek 10,Sun,Away,L,1,2,M'Gladbach,0.8,1.9,35.0,42361.0,Anthony Losilla,4-3-3,Tobias Reichel,Match Report,,12.0,4.0,15.1,1.0,0.0,0.0,2022,Bochum
12,2021-11-06,15:30,Bundesliga,Matchweek 11,Sat,Home,W,2,0,Hoffenheim,2.9,0.6,38.0,19600.0,Anthony Losilla,4-3-3,Frank Willenborg,Match Report,,11.0,4.0,23.5,1.0,0.0,1.0,2022,Bochum
13,2021-11-20,15:30,Bundesliga,Matchweek 12,Sat,Away,L,0,1,Leverkusen,0.8,1.7,45.0,22538.0,Anthony Losilla,4-3-3,Daniel Schlager,Match Report,,21.0,7.0,21.7,2.0,0.0,0.0,2022,Bochum
14,2021-11-27,15:30,Bundesliga,Matchweek 13,Sat,Home,W,2,1,Freiburg,1.1,2.2,41.0,19700.0,Anthony Losilla,4-3-3,Patrick Ittrich,Match Report,,13.0,6.0,23.3,0.0,0.0,0.0,2022,Bochum
15,2021-12-04,15:30,Bundesliga,Matchweek 14,Sat,Away,W,3,2,Augsburg,2.1,2.9,48.0,,Anthony Losilla,4-3-3,Deniz Aytekin,Match Report,,12.0,6.0,19.3,0.0,0.0,0.0,2022,Bochum
16,2021-12-11,15:30,Bundesliga,Matchweek 15,Sat,Home,D,1,1,Dortmund,0.9,2.3,33.0,13799.0,Anthony Losilla,4-1-4-1,Matthias Jöllenbeck,Match Report,,4.0,2.0,16.5,0.0,1.0,1.0,2022,Bochum
17,2021-12-14,20:30,Bundesliga,Matchweek 16,Tue,Away,L,0,2,Arminia,0.9,0.7,49.0,13750.0,Anthony Losilla,4-1-4-1,Benjamin Brand,Match Report,,5.0,3.0,16.3,1.0,0.0,0.0,2022,Bochum
18,2021-12-18,15:30,Bundesliga,Matchweek 17,Sat,Home,L,0,1,Union Berlin,1.1,0.8,55.0,13500.0,Anthony Losilla,4-3-3,Tobias Reichel,Match Report,,13.0,3.0,17.7,1.0,0.0,0.0,2022,Bochum
19,2022-01-09,17:30,Bundesliga,Matchweek 18,Sun,Home,W,1,0,Wolfsburg,0.9,0.4,50.0,,Anthony Losilla,4-3-3,Daniel Schlager,Match Report,,12.0,3.0,18.3,0.0,0.0,0.0,2022,Bochum
20,2022-01-15,15:30,Bundesliga,Matchweek 19,Sat,Away,L,0,1,Mainz 05,1.5,1.7,47.0,1000.0,Anthony Losilla,4-3-3,Frank Willenborg,Match Report,,11.0,3.0,15.3,0.0,0.0,1.0,2022,Bochum
22,2022-01-22,18:30,Bundesliga,Matchweek 20,Sat,Home,D,2,2,Köln,1.8,1.1,54.0,750.0,Anthony Losilla,4-3-3,Matthias Jöllenbeck,Match Report,,17.0,7.0,17.9,0.0,0.0,0.0,2022,Bochum
23,2022-02-04,20:30,Bundesliga,Matchweek 21,Fri,Away,D,1,1,Hertha BSC,1.1,0.4,48.0,3000.0,Manuel Riemann,4-1-4-1,Marco Fritz,Match Report,,10.0,3.0,17.4,0.0,0.0,0.0,2022,Bochum
24,2022-02-12,15:30,Bundesliga,Matchweek 22,Sat,Home,W,4,2,Bayern Munich,1.4,1.9,36.0,10000.0,Anthony Losilla,4-3-3,Robert Schröder,Match Report,,10.0,5.0,19.5,0.0,1.0,1.0,2022,Bochum
25,2022-02-19,15:30,Bundesliga,Matchweek 23,Sat,Away,D,1,1,Stuttgart,2.0,1.2,45.0,20059.0,Anthony Losilla,4-3-3,Harm Osmers,Match Report,,11.0,3.0,22.4,0.0,1.0,1.0,2022,Bochum
26,2022-02-27,15:30,Bundesliga,Matchweek 24,Sun,Home,L,0,1,RB Leipzig,0.8,0.7,51.0,10000.0,Anthony Losilla,4-3-3,Felix Brych,Match Report,,14.0,1.0,18.7,0.0,0.0,0.0,2022,Bochum
28,2022-03-05,15:30,Bundesliga,Matchweek 25,Sat,Home,W,2,1,Greuther Fürth,1.6,0.7,45.0,19800.0,Anthony Losilla,4-3-3,Daniel Schlager,Match Report,,14.0,7.0,18.8,1.0,0.0,0.0,2022,Bochum
29,2022-03-13,17:30,Bundesliga,Matchweek 26,Sun,Away,L,1,2,Eint Frankfurt,1.1,1.8,47.0,24000.0,Anthony Losilla,4-1-4-1,Marco Fritz,Match Report,,7.0,5.0,15.2,0.0,0.0,0.0,2022,Bochum
30,2022-03-18,20:30,Bundesliga,Matchweek 27,Fri,Home,L,0,2,M'Gladbach,,,51.0,,Anthony Losilla,4-3-3,Benjamin Cortus,Match Report,Match awarded to M'Gladbach,16.0,7.0,,,0.0,0.0,2022,Bochum
31,2022-04-02,15:30,Bundesliga,Matchweek 28,Sat,Away,W,2,1,Hoffenheim,2.1,2.0,42.0,15014.0,Anthony Losilla,4-2-3-1,Daniel Siebert,Match Report,,21.0,6.0,18.1,0.0,0.0,0.0,2022,Bochum
32,2022-04-10,15:30,Bundesliga,Matchweek 29,Sun,Home,D,0,0,Leverkusen,0.7,1.4,41.0,25000.0,Anthony Losilla,4-2-3-1,Felix Zwayer,Match Report,,12.0,2.0,14.8,0.0,0.0,0.0,2022,Bochum
33,2022-04-16,15:30,Bundesliga,Matchweek 30,Sat,Away,L,0,3,Freiburg,0.4,2.2,38.0,34000.0,Anthony Losilla,4-3-3,Sascha Stegemann,Match Report,,10.0,3.0,21.3,0.0,0.0,0.0,2022,Bochum
34,2022-04-24,15:30,Bundesliga,Matchweek 31,Sun,Home,L,0,2,Augsburg,1.1,1.9,59.0,23500.0,Anthony Losilla,4-3-3,Bastian Dankert,Match Report,,18.0,3.0,21.0,2.0,0.0,0.0,2022,Bochum
35,2022-04-30,15:30,Bundesliga,Matchweek 32,Sat,Away,W,4,3,Dortmund,1.6,4.0,31.0,81365.0,Anthony Losilla,4-3-3,Robert Hartmann,Match Report,,11.0,5.0,15.6,0.0,1.0,1.0,2022,Bochum
36,2022-05-06,20:30,Bundesliga,Matchweek 33,Fri,Home,W,2,1,Arminia,2.1,0.8,60.0,25000.0,Anthony Losilla,4-3-3,Robert Schröder,Match Report,,17.0,9.0,16.4,1.0,0.0,0.0,2022,Bochum
37,2022-05-14,15:30,Bundesliga,Matchweek 34,Sat,Away,L,2,3,Union Berlin,0.2,2.6,57.0,22012.0,Anthony Losilla,3-4-1-2,Marco Fritz,Match Report,,5.0,3.0,20.6,0.0,0.0,0.0,2022,Bochum
1,2021-08-14,15:30,Bundesliga,Matchweek 1,Sat,Home,L,0,4,Hoffenheim,0.6,3.8,46.0,9124.0,Jeffrey Gouweleeuw,4-2-3-1,Felix Brych,Match Report,,7.0,0.0,14.5,0.0,0.0,0.0,2022,Augsburg
2,2021-08-21,15:30,Bundesliga,Matchweek 2,Sat,Away,D,0,0,Eint Frankfurt,0.3,1.6,39.0,22000.0,Ohis Felix Uduokhai,4-2-3-1,Harm Osmers,Match Report,,4.0,0.0,20.3,0.0,0.0,0.0,2022,Augsburg
3,2021-08-28,15:30,Bundesliga,Matchweek 3,Sat,Home,L,1,4,Leverkusen,1.8,2.0,43.0,10582.0,Ohis Felix Uduokhai,4-2-3-1,Benjamin Brand,Match Report,,14.0,4.0,16.9,0.0,0.0,0.0,2022,Augsburg
4,2021-09-11,15:30,Bundesliga,Matchweek 4,Sat,Away,D,0,0,Union Berlin,1.0,1.0,40.0,10207.0,Jeffrey Gouweleeuw,5-3-2,Martin Petersen,Match Report,,14.0,6.0,16.4,0.0,0.0,0.0,2022,Augsburg
5,2021-09-18,15:30,Bundesliga,Matchweek 5,Sat,Home,W,1,0,M'Gladbach,0.3,0.6,30.0,12500.0,Jeffrey Gouweleeuw,3-5-2,Florian Badstübner,Match Report,,5.0,1.0,18.9,0.0,0.0,0.0,2022,Augsburg
6,2021-09-26,17:30,Bundesliga,Matchweek 6,Sun,Away,L,0,3,Freiburg,0.2,3.1,41.0,14400.0,Jeffrey Gouweleeuw,3-5-2,Daniel Schlager,Match Report,,9.0,2.0,27.0,0.0,0.0,0.0,2022,Augsburg
7,2021-10-02,15:30,Bundesliga,Matchweek 7,Sat,Away,L,1,2,Dortmund,0.8,3.0,31.0,41000.0,Jeffrey Gouweleeuw,3-4-1-2,Tobias Welz,Match Report,,6.0,3.0,15.1,0.0,0.0,0.0,2022,Augsburg
8,2021-10-17,17:30,Bundesliga,Matchweek 8,Sun,Home,D,1,1,Arminia,0.6,0.3,50.0,17500.0,Jeffrey Gouweleeuw,3-5-2,Robert Schröder,Match Report,,14.0,6.0,18.0,1.0,0.0,0.0,2022,Augsburg
9,2021-10-22,20:30,Bundesliga,Matchweek 9,Fri,Away,L,1,4,Mainz 05,0.9,3.7,46.0,19400.0,Jeffrey Gouweleeuw,3-4-1-2,Robert Hartmann,Match Report,,6.0,2.0,20.0,0.0,0.0,0.0,2022,Augsburg
11,2021-10-31,15:30,Bundesliga,Matchweek 10,Sun,Home,W,4,1,Stuttgart,2.1,0.9,33.0,17500.0,Jeffrey Gouweleeuw,4-4-2,Patrick Ittrich,Match Report,,18.0,10.0,17.5,0.0,0.0,0.0,2022,Augsburg
12,2021-11-06,15:30,Bundesliga,Matchweek 11,Sat,Away,L,0,1,Wolfsburg,0.7,0.5,38.0,16095.0,Jeffrey Gouweleeuw,4-4-1-1,Marco Fritz,Match Report,,10.0,3.0,21.6,1.0,0.0,0.0,2022,Augsburg
13,2021-11-19,20:30,Bundesliga,Matchweek 12,Fri,Home,W,2,1,Bayern Munich,0.4,1.2,22.0,26000.0,Jeffrey Gouweleeuw,4-4-2,Daniel Siebert,Match Report,,5.0,3.0,18.3,0.0,0.0,0.0,2022,Augsburg
14,2021-11-27,15:30,Bundesliga,Matchweek 13,Sat,Away,D,1,1,Hertha BSC,1.2,1.7,48.0,14523.0,André Hahn,4-4-2,Frank Willenborg,Match Report,,18.0,6.0,20.5,1.0,0.0,0.0,2022,Augsburg
15,2021-12-04,15:30,Bundesliga,Matchweek 14,Sat,Home,L,2,3,Bochum,2.9,2.1,52.0,,André Hahn,4-4-2,Deniz Aytekin,Match Report,,15.0,5.0,15.7,0.0,1.0,1.0,2022,Augsburg
16,2021-12-10,20:30,Bundesliga,Matchweek 15,Fri,Away,W,2,0,Köln,0.8,1.0,36.0,15000.0,Jeffrey Gouweleeuw,4-4-2,Patrick Ittrich,Match Report,,12.0,4.0,19.2,1.0,0.0,0.0,2022,Augsburg
17,2021-12-15,20:30,Bundesliga,Matchweek 16,Wed,Home,D,1,1,RB Leipzig,1.2,2.2,32.0,,André Hahn,4-4-2,Florian Badstübner,Match Report,,8.0,0.0,16.5,0.0,1.0,1.0,2022,Augsburg
18,2021-12-18,15:30,Bundesliga,Matchweek 17,Sat,Away,D,0,0,Greuther Fürth,1.2,0.1,52.0,,Jeffrey Gouweleeuw,4-4-2,Sascha Stegemann,Match Report,,14.0,4.0,13.2,0.0,0.0,0.0,2022,Augsburg
19,2022-01-08,15:30,Bundesliga,Matchweek 18,Sat,Away,L,1,3,Hoffenheim,0.9,2.2,42.0,500.0,Jeffrey Gouweleeuw,4-2-2-2,Benjamin Cortus,Match Report,,10.0,3.0,20.8,0.0,0.0,0.0,2022,Augsburg
20,2022-01-16,15:30,Bundesliga,Matchweek 19,Sun,Home,D,1,1,Eint Frankfurt,1.0,2.6,49.0,,Jeffrey Gouweleeuw,4-4-2,Sven Jablonski,Match Report,,10.0,4.0,16.8,0.0,0.0,0.0,2022,Augsburg
21,2022-01-22,15:30,Bundesliga,Matchweek 20,Sat,Away,L,1,5,Leverkusen,1.5,2.8,34.0,750.0,Jeffrey Gouweleeuw,4-4-2,Daniel Schlager,Match Report,,14.0,5.0,18.0,1.0,0.0,0.0,2022,Augsburg
22,2022-02-05,15:30,Bundesliga,Matchweek 21,Sat,Home,W,2,0,Union Berlin,1.8,1.7,47.0,7600.0,Jeffrey Gouweleeuw,4-2-2-2,Harm Osmers,Match Report,,14.0,7.0,18.5,0.0,0.0,0.0,2022,Augsburg
23,2022-02-12,15:30,Bundesliga,Matchweek 22,Sat,Away,L,2,3,M'Gladbach,1.6,2.4,43.0,10000.0,Jeffrey Gouweleeuw,4-2-2-2,Tobias Welz,Match Report,,15.0,6.0,14.1,0.0,0.0,0.0,2022,Augsburg
24,2022-02-19,15:30,Bundesliga,Matchweek 23,Sat,Home,L,1,2,Freiburg,1.1,2.0,54.0,15000.0,Jeffrey Gouweleeuw,4-4-2,Daniel Siebert,Match Report,,17.0,4.0,19.5,0.0,0.0,0.0,2022,Augsburg
25,2022-02-27,17:30,Bundesliga,Matchweek 24,Sun,Home,D,1,1,Dortmund,0.8,0.6,36.0,15330.0,Jeffrey Gouweleeuw,3-4-1-2,Deniz Aytekin,Match Report,,8.0,3.0,12.3,0.0,0.0,0.0,2022,Augsburg
26,2022-03-04,20:30,Bundesliga,Matchweek 25,Fri,Away,W,1,0,Arminia,0.5,0.2,50.0,19460.0,Jeffrey Gouweleeuw,3-4-3,Felix Brych,Match Report,,7.0,1.0,18.2,0.0,0.0,0.0,2022,Augsburg
27,2022-03-19,15:30,Bundesliga,Matchweek 27,Sat,Away,L,2,3,Stuttgart,1.0,2.2,36.0,55785.0,Jeffrey Gouweleeuw,3-4-3,Patrick Ittrich,Match Report,,10.0,4.0,17.4,0.0,0.0,0.0,2022,Augsburg
28,2022-04-03,15:30,Bundesliga,Matchweek 28,Sun,Home,W,3,0,Wolfsburg,1.6,1.1,39.0,23143.0,Jeffrey Gouweleeuw,3-4-3,Sascha Stegemann,Match Report,,13.0,4.0,16.2,0.0,0.0,0.0,2022,Augsburg
29,2022-04-06,18:30,Bundesliga,Matchweek 26,Wed,Home,W,2,1,Mainz 05,1.8,1.8,38.0,18122.0,Jeffrey Gouweleeuw,3-4-3,Matthias Jöllenbeck,Match Report,,10.0,3.0,21.9,1.0,1.0,1.0,2022,Augsburg
30,2022-04-09,15:30,Bundesliga,Matchweek 29,Sat,Away,L,0,1,Bayern Munich,0.2,1.5,33.0,75000.0,Jeffrey Gouweleeuw,4-4-2,Patrick Ittrich,Match Report,,6.0,1.0,22.0,0.0,0.0,0.0,2022,Augsburg
31,2022-04-16,15:30,Bundesliga,Matchweek 30,Sat,Home,L,0,1,Hertha BSC,1.0,1.1,59.0,28533.0,Jeffrey Gouweleeuw,4-4-2,Marco Fritz,Match Report,,13.0,2.0,15.3,2.0,0.0,0.0,2022,Augsburg
32,2022-04-24,15:30,Bundesliga,Matchweek 31,Sun,Away,W,2,0,Bochum,1.9,1.1,41.0,23500.0,Jeffrey Gouweleeuw,3-4-3,Bastian Dankert,Match Report,,11.0,4.0,16.9,0.0,1.0,1.0,2022,Augsburg
33,2022-04-30,15:30,Bundesliga,Matchweek 32,Sat,Home,L,1,4,Köln,1.7,2.5,47.0,29511.0,Jeffrey Gouweleeuw,3-4-3,Robert Schröder,Match Report,,12.0,4.0,14.2,2.0,0.0,0.0,2022,Augsburg
34,2022-05-08,19:30,Bundesliga,Matchweek 33,Sun,Away,L,0,4,RB Leipzig,0.3,3.2,36.0,37029.0,Jeffrey Gouweleeuw,3-4-3,Bastian Dankert,Match Report,,6.0,1.0,22.4,0.0,0.0,0.0,2022,Augsburg
35,2022-05-14,15:30,Bundesliga,Matchweek 34,Sat,Home,W,2,1,Greuther Fürth,1.1,0.5,49.0,27907.0,Jeffrey Gouweleeuw,3-4-3,Tobias Reichel,Match Report,,7.0,2.0,18.3,1.0,1.0,1.0,2022,Augsburg
1,2021-08-14,15:30,Bundesliga,Matchweek 1,Sat,Home,W,5,1,Greuther Fürth,3.0,1.2,67.0,18109.0,Wataru Endo,3-4-3,Felix Zwayer,Match Report,,33.0,15.0,14.8,0.0,0.0,0.0,2022,Stuttgart
2,2021-08-20,20:30,Bundesliga,Matchweek 2,Fri,Away,L,0,4,RB Leipzig,1.1,3.6,48.0,23100.0,Wataru Endo,3-4-3,Florian Badstübner,Match Report,,11.0,5.0,16.8,0.0,0.0,0.0,2022,Stuttgart
3,2021-08-28,15:30,Bundesliga,Matchweek 3,Sat,Home,L,2,3,Freiburg,1.8,1.3,64.0,25000.0,Wataru Endo,3-4-3,Frank Willenborg,Match Report,,17.0,7.0,19.2,1.0,0.0,0.0,2022,Stuttgart
4,2021-09-12,15:30,Bundesliga,Matchweek 4,Sun,Away,D,1,1,Eint Frankfurt,0.9,1.1,42.0,25000.0,Wataru Endo,3-4-3,Matthias Jöllenbeck,Match Report,,9.0,3.0,14.9,1.0,0.0,0.0,2022,Stuttgart
5,2021-09-19,15:30,Bundesliga,Matchweek 5,Sun,Home,L,1,3,Leverkusen,1.6,1.4,64.0,23450.0,Wataru Endo,3-4-1-2,Benjamin Cortus,Match Report,,17.0,6.0,18.3,0.0,0.0,0.0,2022,Stuttgart
6,2021-09-26,15:30,Bundesliga,Matchweek 6,Sun,Away,D,0,0,Bochum,0.3,0.8,56.0,15300.0,Wataru Endo,4-1-4-1,Christian Dingert,Match Report,,8.0,3.0,23.7,1.0,0.0,0.0,2022,Stuttgart
7,2021-10-02,15:30,Bundesliga,Matchweek 7,Sat,Home,W,3,1,Hoffenheim,0.8,1.0,41.0,24211.0,Wataru Endo,3-1-4-2,Harm Osmers,Match Report,,14.0,6.0,16.9,0.0,0.0,0.0,2022,Stuttgart
8,2021-10-16,18:30,Bundesliga,Matchweek 8,Sat,Away,D,1,1,M'Gladbach,0.3,2.6,41.0,41608.0,Wataru Endo,3-1-4-2,Felix Brych,Match Report,,5.0,2.0,20.9,0.0,0.0,0.0,2022,Stuttgart
9,2021-10-24,17:30,Bundesliga,Matchweek 9,Sun,Home,D,1,1,Union Berlin,0.5,1.0,56.0,32595.0,Wataru Endo,3-1-4-2,Florian Badstübner,Match Report,,8.0,2.0,16.6,0.0,0.0,0.0,2022,Stuttgart
11,2021-10-31,15:30,Bundesliga,Matchweek 10,Sun,Away,L,1,4,Augsburg,0.9,2.1,67.0,17500.0,Wataru Endo,3-1-4-2,Patrick Ittrich,Match Report,,13.0,3.0,15.9,1.0,0.0,0.0,2022,Stuttgart
12,2021-11-06,15:30,Bundesliga,Matchweek 11,Sat,Home,L,0,1,Arminia,0.9,1.7,66.0,33550.0,Wataru Endo,3-4-1-2,Christian Dingert,Match Report,,9.0,3.0,19.5,0.0,0.0,0.0,2022,Stuttgart
13,2021-11-20,15:30,Bundesliga,Matchweek 12,Sat,Away,L,1,2,Dortmund,1.6,2.2,36.0,57900.0,Wataru Endo,3-1-4-2,Harm Osmers,Match Report,,13.0,4.0,17.4,0.0,0.0,0.0,2022,Stuttgart
14,2021-11-26,20:30,Bundesliga,Matchweek 13,Fri,Home,W,2,1,Mainz 05,0.3,0.8,45.0,25000.0,Wataru Endo,3-4-3,Matthias Jöllenbeck,Match Report,,7.0,3.0,20.0,0.0,0.0,0.0,2022,Stuttgart
15,2021-12-05,15:30,Bundesliga,Matchweek 14,Sun,Home,D,2,2,Hertha BSC,1.4,1.3,54.0,395.0,Wataru Endo,3-5-2,Benjamin Brand,Match Report,,10.0,3.0,17.6,0.0,0.0,0.0,2022,Stuttgart
16,2021-12-11,18:30,Bundesliga,Matchweek 15,Sat,Away,W,2,0,Wolfsburg,1.2,1.5,47.0,5000.0,Wataru Endo,3-4-3,Sascha Stegemann,Match Report,,10.0,3.0,22.4,0.0,0.0,1.0,2022,Stuttgart
17,2021-12-14,18:30,Bundesliga,Matchweek 16,Tue,Home,L,0,5,Bayern Munich,1.2,3.5,44.0,750.0,Wataru Endo,3-1-4-2,Robert Schröder,Match Report,,13.0,1.0,18.7,1.0,0.0,0.0,2022,Stuttgart
18,2021-12-19,17:30,Bundesliga,Matchweek 17,Sun,Away,L,0,1,Köln,0.4,2.0,49.0,15000.0,Wataru Endo,3-4-3,Bastian Dankert,Match Report,,5.0,1.0,14.2,0.0,0.0,0.0,2022,Stuttgart
