,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
7,2022-09-11,15:30,Bundesliga,Matchweek 6,Sun,Away,W,1,0,Köln,1.5,0.6,47.0,49500.0,Christopher Trimmel,3-5-2,Benjamin Cortus,Match Report,,11.0,2.0,18.7,0.0,0.0,1.0,2023,UnionBerlin
9,2022-09-18,15:30,Bundesliga,Matchweek 7,Sun,Home,W,2,0,Wolfsburg,1.4,0.3,48.0,22012.0,Christopher Trimmel,3-5-2,Robert Schröder,Match Report,,16.0,4.0,18.4,0.0,0.0,0.0,2023,UnionBerlin
10,2022-10-01,15:30,Bundesliga,Matchweek 8,Sat,Away,L,0,2,Eint Frankfurt,1.0,0.8,53.0,50500.0,Christopher Trimmel,3-5-2,Sascha Stegemann,Match Report,,16.0,5.0,16.9,0.0,0.0,0.0,2023,UnionBerlin
12,2022-10-09,19:30,Bundesliga,Matchweek 9,Sun,Away,W,1,0,Stuttgart,0.7,1.0,48.0,43250.0,Rani Khedira,3-5-2,Bastian Dankert,Match Report,,7.0,4.0,15.1,0.0,0.0,0.0,2023,UnionBerlin
14,2022-10-16,17:30,Bundesliga,Matchweek 10,Sun,Home,W,2,0,Dortmund,1.9,0.8,24.0,22012.0,Christopher Trimmel,3-5-2,Tobias Stieler,Match Report,,16.0,5.0,17.3,0.0,0.0,0.0,2023,UnionBerlin
16,2022-10-23,15:30,Bundesliga,Matchweek 11,Sun,Away,L,1,2,Bochum,1.0,1.1,53.0,25460.0,Christopher Trimmel,3-5-2,Deniz Aytekin,Match Report,,7.0,2.0,22.8,0.0,0.0,1.0,2023,UnionBerlin
18,2022-10-30,15:30,Bundesliga,Matchweek 12,Sun,Home,W,2,1,M'Gladbach,0.9,1.0,55.0,22012.0,Rani Khedira,3-5-2,Harm Osmers,Match Report,,13.0,5.0,18.9,0.0,0.0,0.0,2023,UnionBerlin
20,2022-11-06,15:30,Bundesliga,Matchweek 13,Sun,Away,L,0,5,Leverkusen,0.3,1.9,42.0,30210.0,Christopher Trimmel,3-5-2,Robert Schröder,Match Report,,7.0,1.0,16.6,0.0,0.0,0.0,2023,UnionBerlin
21,2022-11-09,20:30,Bundesliga,Matchweek 14,Wed,Home,D,2,2,Augsburg,1.2,0.6,59.0,22012.0,Rani Khedira,3-5-2,Sascha Stegemann,Match Report,,19.0,6.0,18.1,1.0,0.0,0.0,2023,UnionBerlin
22,2022-11-13,17:30,Bundesliga,Matchweek 15,Sun,Away,L,1,4,Freiburg,1.7,2.3,28.0,33800.0,Christopher Trimmel,3-5-2,Deniz Aytekin,Match Report,,2.0,1.0,29.5,0.0,1.0,2.0,2023,UnionBerlin
23,2023-01-21,15:30,Bundesliga,Matchweek 16,Sat,Home,W,3,1,Hoffenheim,2.9,1.0,52.0,21747.0,Christopher Trimmel,3-5-2,Robert Hartmann,Match Report,,21.0,5.0,15.8,0.0,0.0,1.0,2023,UnionBerlin
24,2023-01-25,20:30,Bundesliga,Matchweek 17,Wed,Away,W,2,1,Werder Bremen,1.1,0.6,42.0,41500.0,Rani Khedira,3-5-2,Bastian Dankert,Match Report,,9.0,5.0,15.2,0.0,0.0,0.0,2023,UnionBerlin
25,2023-01-28,15:30,Bundesliga,Matchweek 18,Sat,Away,W,2,0,Hertha BSC,1.0,0.5,48.0,74667.0,Christopher Trimmel,3-5-2,Felix Brych,Match Report,,7.0,3.0,15.1,0.0,0.0,0.0,2023,UnionBerlin
27,2023-02-04,15:30,Bundesliga,Matchweek 19,Sat,Home,W,2,1,Mainz 05,1.1,1.3,51.0,22012.0,Christopher Trimmel,3-5-2,Florian Badstübner,Match Report,,11.0,4.0,16.3,0.0,0.0,0.0,2023,UnionBerlin
28,2023-02-11,18:30,Bundesliga,Matchweek 20,Sat,Away,W,2,1,RB Leipzig,1.7,0.6,37.0,47069.0,Rani Khedira,3-5-2,Daniel Schlager,Match Report,,5.0,2.0,30.9,0.0,1.0,1.0,2023,UnionBerlin
30,2023-02-19,15:30,Bundesliga,Matchweek 21,Sun,Home,D,0,0,Schalke 04,0.9,0.4,54.0,22012.0,Christopher Trimmel,3-5-2,Tobias Reichel,Match Report,,9.0,4.0,18.3,0.0,0.0,0.0,2023,UnionBerlin
32,2023-02-26,17:30,Bundesliga,Matchweek 22,Sun,Away,L,0,3,Bayern Munich,0.4,3.6,31.0,75000.0,Christopher Trimmel,3-5-2,Marco Fritz,Match Report,,3.0,0.0,14.1,0.0,0.0,0.0,2023,UnionBerlin
33,2023-03-04,15:30,Bundesliga,Matchweek 23,Sat,Home,D,0,0,Köln,0.5,0.9,52.0,22012.0,Christopher Trimmel,3-5-2,Tobias Stieler,Match Report,,8.0,2.0,16.0,0.0,0.0,0.0,2023,UnionBerlin
35,2023-03-12,19:30,Bundesliga,Matchweek 24,Sun,Away,D,1,1,Wolfsburg,1.3,1.7,42.0,23554.0,Rani Khedira,3-4-3,Robert Schröder,Match Report,,11.0,1.0,19.2,0.0,1.0,1.0,2023,UnionBerlin
37,2023-03-19,15:30,Bundesliga,Matchweek 25,Sun,Home,W,2,0,Eint Frankfurt,1.3,2.7,37.0,22012.0,Rani Khedira,3-5-2,Christian Dingert,Match Report,,15.0,3.0,17.8,0.0,0.0,0.0,2023,UnionBerlin
38,2023-04-01,15:30,Bundesliga,Matchweek 26,Sat,Home,W,3,0,Stuttgart,1.9,2.2,39.0,22012.0,Christopher Trimmel,3-5-2,Florian Badstübner,Match Report,,12.0,5.0,14.9,0.0,0.0,0.0,2023,UnionBerlin
40,2023-04-08,15:30,Bundesliga,Matchweek 27,Sat,Away,L,1,2,Dortmund,0.5,2.6,37.0,81365.0,Rani Khedira,3-5-2,Daniel Schlager,Match Report,,7.0,2.0,25.9,0.0,0.0,0.0,2023,UnionBerlin
41,2023-04-16,17:30,Bundesliga,Matchweek 28,Sun,Home,D,1,1,Bochum,1.2,1.8,40.0,20000.0,Rani Khedira,3-5-2,Tobias Stieler,Match Report,,10.0,2.0,14.4,1.0,0.0,0.0,2023,UnionBerlin
42,2023-04-23,19:30,Bundesliga,Matchweek 29,Sun,Away,W,1,0,M'Gladbach,1.3,0.7,38.0,52107.0,Rani Khedira,3-5-2,Martin Petersen,Match Report,,13.0,2.0,18.9,0.0,0.0,0.0,2023,UnionBerlin
43,2023-04-29,15:30,Bundesliga,Matchweek 30,Sat,Home,D,0,0,Leverkusen,0.8,0.8,35.0,22012.0,Rani Khedira,3-5-2,Marco Fritz,Match Report,,9.0,1.0,14.5,0.0,0.0,0.0,2023,UnionBerlin
44,2023-05-06,15:30,Bundesliga,Matchweek 31,Sat,Away,L,0,1,Augsburg,0.7,0.9,62.0,30660.0,Rani Khedira,3-5-2,Florian Badstübner,Match Report,,12.0,5.0,19.0,0.0,0.0,0.0,2023,UnionBerlin
45,2023-05-13,15:30,Bundesliga,Matchweek 32,Sat,Home,W,4,2,Freiburg,1.5,2.1,37.0,22012.0,Christopher Trimmel,3-5-2,Marco Fritz,Match Report,,10.0,4.0,17.1,1.0,0.0,0.0,2023,UnionBerlin
46,2023-05-20,15:30,Bundesliga,Matchweek 33,Sat,Away,L,2,4,Hoffenheim,2.0,2.4,57.0,30000.0,Christopher Trimmel,3-5-2,Christian Dingert,Match Report,,18.0,3.0,16.1,1.0,0.0,0.0,2023,UnionBerlin
47,2023-05-27,15:30,Bundesliga,Matchweek 34,Sat,Home,W,1,0,Werder Bremen,0.9,0.4,48.0,22012.0,Christopher Trimmel,3-5-2,Patrick Ittrich,Match Report,,15.0,4.0,17.5,1.0,0.0,0.0,2023,UnionBerlin
1,2022-08-06,15:30,Bundesliga,Matchweek 1,Sat,Away,W,4,0,Augsburg,1.3,0.7,47.0,25310.0,Christian Günter,4-2-3-1,Bastian Dankert,Match Report,,19.0,7.0,19.0,1.0,0.0,0.0,2023,Freiburg
2,2022-08-12,20:30,Bundesliga,Matchweek 2,Fri,Home,L,1,3,Dortmund,1.0,1.1,39.0,34700.0,Christian Günter,4-2-3-1,Tobias Welz,Match Report,,16.0,7.0,18.7,1.0,0.0,0.0,2023,Freiburg
3,2022-08-20,15:30,Bundesliga,Matchweek 3,Sat,Away,W,1,0,Stuttgart,0.6,0.9,40.0,47500.0,Christian Günter,4-2-3-1,Felix Brych,Match Report,,9.0,3.0,22.0,0.0,0.0,0.0,2023,Freiburg
4,2022-08-26,20:30,Bundesliga,Matchweek 4,Fri,Home,W,1,0,Bochum,3.9,1.2,48.0,32800.0,Christian Günter,4-2-3-1,Marco Fritz,Match Report,,28.0,12.0,16.3,1.0,0.0,1.0,2023,Freiburg
5,2022-09-03,15:30,Bundesliga,Matchweek 5,Sat,Away,W,3,2,Leverkusen,1.9,1.8,50.0,26853.0,Christian Günter,3-4-3,Sascha Stegemann,Match Report,,6.0,3.0,10.1,1.0,0.0,0.0,2023,Freiburg
7,2022-09-11,17:30,Bundesliga,Matchweek 6,Sun,Home,D,0,0,M'Gladbach,1.1,1.2,43.0,34700.0,Christian Günter,4-4-1-1,Tobias Stieler,Match Report,,12.0,7.0,14.6,0.0,0.0,0.0,2023,Freiburg
9,2022-09-18,19:30,Bundesliga,Matchweek 7,Sun,Away,D,0,0,Hoffenheim,1.0,0.7,50.0,24233.0,Christian Günter,4-2-3-1,Deniz Aytekin,Match Report,,14.0,4.0,18.1,0.0,0.0,0.0,2023,Freiburg
10,2022-10-01,15:30,Bundesliga,Matchweek 8,Sat,Home,W,2,1,Mainz 05,2.0,1.6,53.0,34700.0,Christian Günter,4-2-3-1,Sven Jablonski,Match Report,,13.0,6.0,13.8,1.0,0.0,0.0,2023,Freiburg
12,2022-10-09,17:30,Bundesliga,Matchweek 9,Sun,Away,D,2,2,Hertha BSC,1.0,1.6,58.0,40481.0,Christian Günter,4-2-3-1,Robert Schröder,Match Report,,9.0,4.0,14.3,1.0,0.0,0.0,2023,Freiburg
14,2022-10-16,19:30,Bundesliga,Matchweek 10,Sun,Away,L,0,5,Bayern Munich,0.3,2.1,34.0,75000.0,Christian Günter,4-4-2,Sascha Stegemann,Match Report,,6.0,0.0,17.5,0.0,0.0,0.0,2023,Freiburg
16,2022-10-22,15:30,Bundesliga,Matchweek 11,Sat,Home,W,2,0,Werder Bremen,2.9,0.5,61.0,34700.0,Christian Günter,3-4-3,Bastian Dankert,Match Report,,24.0,6.0,20.0,2.0,1.0,1.0,2023,Freiburg
18,2022-10-30,17:30,Bundesliga,Matchweek 12,Sun,Away,W,2,0,Schalke 04,2.3,0.6,55.0,61115.0,Christian Günter,4-2-3-1,Christian Dingert,Match Report,,17.0,7.0,16.4,0.0,1.0,1.0,2023,Freiburg
20,2022-11-06,17:30,Bundesliga,Matchweek 13,Sun,Home,W,2,0,Köln,1.4,0.5,55.0,33800.0,Christian Günter,4-2-3-1,Florian Badstübner,Match Report,,12.0,5.0,17.4,0.0,0.0,0.0,2023,Freiburg
21,2022-11-09,20:30,Bundesliga,Matchweek 14,Wed,Away,L,1,3,RB Leipzig,0.2,2.9,42.0,41240.0,Christian Günter,3-5-2,Harm Osmers,Match Report,,3.0,2.0,16.1,0.0,0.0,0.0,2023,Freiburg
22,2022-11-13,17:30,Bundesliga,Matchweek 15,Sun,Home,W,4,1,Union Berlin,2.3,1.7,72.0,33800.0,Christian Günter,3-4-3,Deniz Aytekin,Match Report,,5.0,3.0,20.4,0.0,2.0,2.0,2023,Freiburg
23,2023-01-21,15:30,Bundesliga,Matchweek 16,Sat,Away,L,0,6,Wolfsburg,0.7,2.7,47.0,25849.0,Christian Günter,4-2-3-1,Felix Zwayer,Match Report,,9.0,1.0,14.6,0.0,0.0,0.0,2023,Freiburg
24,2023-01-25,20:30,Bundesliga,Matchweek 17,Wed,Home,D,1,1,Eint Frankfurt,1.9,0.2,44.0,34700.0,Christian Günter,3-4-3,Deniz Aytekin,Match Report,,13.0,5.0,15.8,0.0,0.0,0.0,2023,Freiburg
25,2023-01-28,15:30,Bundesliga,Matchweek 18,Sat,Home,W,3,1,Augsburg,1.7,1.7,46.0,33500.0,Christian Günter,3-4-3,Christian Dingert,Match Report,,14.0,9.0,15.7,0.0,0.0,0.0,2023,Freiburg
26,2023-02-04,15:30,Bundesliga,Matchweek 19,Sat,Away,L,1,5,Dortmund,0.4,1.9,24.0,81365.0,Christian Günter,5-3-2,Robert Schröder,Match Report,,6.0,3.0,21.5,0.0,0.0,0.0,2023,Freiburg
28,2023-02-11,15:30,Bundesliga,Matchweek 20,Sat,Home,W,2,1,Stuttgart,2.0,1.1,53.0,34700.0,Christian Günter,4-2-3-1,Sascha Stegemann,Match Report,,7.0,3.0,20.1,0.0,2.0,2.0,2023,Freiburg
29,2023-02-18,15:30,Bundesliga,Matchweek 21,Sat,Away,W,2,0,Bochum,2.6,1.4,52.0,25100.0,Christian Günter,4-2-3-1,Felix Zwayer,Match Report,,19.0,5.0,15.2,0.0,0.0,0.0,2023,Freiburg
30,2023-02-26,15:30,Bundesliga,Matchweek 22,Sun,Home,D,1,1,Leverkusen,0.8,2.2,45.0,34000.0,Mark Flekken,4-4-2,Daniel Siebert,Match Report,,9.0,4.0,18.5,1.0,0.0,0.0,2023,Freiburg
31,2023-03-04,15:30,Bundesliga,Matchweek 23,Sat,Away,D,0,0,M'Gladbach,0.3,1.5,48.0,52000.0,Christian Günter,3-5-2,Benjamin Brand,Match Report,,8.0,3.0,22.1,1.0,0.0,0.0,2023,Freiburg
33,2023-03-12,15:30,Bundesliga,Matchweek 24,Sun,Home,W,2,1,Hoffenheim,0.6,1.0,59.0,33500.0,Christian Günter,4-4-2,Harm Osmers,Match Report,,9.0,3.0,15.4,0.0,0.0,0.0,2023,Freiburg
35,2023-03-19,19:30,Bundesliga,Matchweek 25,Sun,Away,D,1,1,Mainz 05,1.7,1.0,53.0,26800.0,Christian Günter,3-4-3,Bastian Dankert,Match Report,,11.0,5.0,19.2,0.0,0.0,0.0,2023,Freiburg
36,2023-04-01,15:30,Bundesliga,Matchweek 26,Sat,Home,D,1,1,Hertha BSC,1.2,1.8,58.0,34700.0,Christian Günter,3-4-3,Sven Jablonski,Match Report,,16.0,8.0,19.9,2.0,0.0,0.0,2023,Freiburg
38,2023-04-08,15:30,Bundesliga,Matchweek 27,Sat,Home,L,0,1,Bayern Munich,1.0,3.5,34.0,34700.0,Christian Günter,4-2-2-2,Daniel Siebert,Match Report,,10.0,2.0,16.3,1.0,0.0,0.0,2023,Freiburg
39,2023-04-16,15:30,Bundesliga,Matchweek 28,Sun,Away,W,2,1,Werder Bremen,0.8,1.7,50.0,42100.0,Christian Günter,4-2-2-2,Florian Badstübner,Match Report,,7.0,3.0,17.4,2.0,0.0,0.0,2023,Freiburg
40,2023-04-23,15:30,Bundesliga,Matchweek 29,Sun,Home,W,4,0,Schalke 04,2.1,0.3,45.0,34700.0,Christian Günter,4-2-2-2,Robert Hartmann,Match Report,,26.0,12.0,16.6,0.0,0.0,0.0,2023,Freiburg
41,2023-04-29,15:30,Bundesliga,Matchweek 30,Sat,Away,W,1,0,Köln,1.6,1.6,43.0,50000.0,Christian Günter,4-2-2-2,Tobias Reichel,Match Report,,13.0,6.0,16.2,0.0,0.0,0.0,2023,Freiburg
43,2023-05-06,15:30,Bundesliga,Matchweek 31,Sat,Home,L,0,1,RB Leipzig,0.4,1.9,41.0,32900.0,Christian Günter,4-2-2-2,Tobias Welz,Match Report,,3.0,1.0,12.2,0.0,0.0,0.0,2023,Freiburg
44,2023-05-13,15:30,Bundesliga,Matchweek 32,Sat,Away,L,2,4,Union Berlin,2.1,1.5,63.0,22012.0,Christian Günter,3-4-3,Marco Fritz,Match Report,,10.0,4.0,15.0,0.0,1.0,1.0,2023,Freiburg
45,2023-05-19,20:30,Bundesliga,Matchweek 33,Fri,Home,W,2,0,Wolfsburg,1.3,0.7,43.0,33300.0,Mark Flekken,3-4-3,Bastian Dankert,Match Report,,16.0,7.0,17.5,0.0,0.0,0.0,2023,Freiburg
46,2023-05-27,15:30,Bundesliga,Matchweek 34,Sat,Away,L,1,2,Eint Frankfurt,1.6,2.1,39.0,50500.0,Mark Flekken,3-4-3,Deniz Aytekin,Match Report,,14.0,7.0,16.1,1.0,0.0,0.0,2023,Freiburg
1,2022-08-06,18:30,Bundesliga,Matchweek 1,Sat,Away,L,0,1,Dortmund,1.3,1.8,55.0,81365.0,Lukáš Hrádecký,4-2-3-1,Felix Brych,Match Report,,8.0,3.0,20.1,0.0,0.0,0.0,2023,BayerLeverkusen
2,2022-08-13,15:30,Bundesliga,Matchweek 2,Sat,Home,L,1,2,Augsburg,2.5,0.4,66.0,22903.0,Jonathan Tah,4-2-3-1,Benjamin Cortus,Match Report,,24.0,10.0,15.8,1.0,0.0,0.0,2023,BayerLeverkusen
3,2022-08-20,15:30,Bundesliga,Matchweek 3,Sat,Home,L,0,3,Hoffenheim,1.2,1.5,56.0,26300.0,Lukáš Hrádecký,4-2-3-1,Tobias Reichel,Match Report,,14.0,3.0,20.8,3.0,0.0,0.0,2023,BayerLeverkusen
4,2022-08-27,15:30,Bundesliga,Matchweek 4,Sat,Away,W,3,0,Mainz 05,1.9,1.4,39.0,28500.0,Lukáš Hrádecký,3-5-2,Christian Dingert,Match Report,,8.0,5.0,18.9,1.0,0.0,0.0,2023,BayerLeverkusen
5,2022-09-03,15:30,Bundesliga,Matchweek 5,Sat,Home,L,2,3,Freiburg,1.8,1.9,50.0,26853.0,Lukáš Hrádecký,3-1-4-2,Sascha Stegemann,Match Report,,15.0,6.0,14.4,0.0,0.0,0.0,2023,BayerLeverkusen
7,2022-09-10,15:30,Bundesliga,Matchweek 6,Sat,Away,D,2,2,Hertha BSC,1.3,1.9,58.0,40643.0,Lukáš Hrádecký,4-2-3-1,Benjamin Brand,Match Report,,11.0,5.0,18.0,1.0,0.0,0.0,2023,BayerLeverkusen
9,2022-09-17,15:30,Bundesliga,Matchweek 7,Sat,Home,D,1,1,Werder Bremen,1.8,2.1,54.0,30210.0,Lukáš Hrádecký,4-2-3-1,Tobias Welz,Match Report,,19.0,7.0,15.0,0.0,0.0,0.0,2023,BayerLeverkusen
10,2022-09-30,20:30,Bundesliga,Matchweek 8,Fri,Away,L,0,4,Bayern Munich,0.8,1.9,38.0,75000.0,Lukáš Hrádecký,4-2-3-1,Tobias Stieler,Match Report,,10.0,5.0,16.4,0.0,0.0,0.0,2023,BayerLeverkusen
12,2022-10-08,15:30,Bundesliga,Matchweek 9,Sat,Home,W,4,0,Schalke 04,1.5,0.4,60.0,30210.0,Lukáš Hrádecký,3-4-3,Tobias Reichel,Match Report,,13.0,7.0,16.1,0.0,0.0,0.0,2023,BayerLeverkusen
14,2022-10-15,15:30,Bundesliga,Matchweek 10,Sat,Away,L,1,5,Eint Frankfurt,0.4,3.9,51.0,49700.0,Lukáš Hrádecký,3-4-3,Frank Willenborg,Match Report,,5.0,2.0,15.3,0.0,0.0,0.0,2023,BayerLeverkusen
15,2022-10-22,15:30,Bundesliga,Matchweek 11,Sat,Home,D,2,2,Wolfsburg,2.2,1.2,57.0,26294.0,Lukáš Hrádecký,3-4-3,Felix Brych,Match Report,,12.0,5.0,20.4,0.0,0.0,1.0,2023,BayerLeverkusen
17,2022-10-29,15:30,Bundesliga,Matchweek 12,Sat,Away,L,0,2,RB Leipzig,0.1,1.2,54.0,45598.0,Lukáš Hrádecký,3-4-1-2,Sven Jablonski,Match Report,,5.0,1.0,19.9,0.0,0.0,0.0,2023,BayerLeverkusen
19,2022-11-06,15:30,Bundesliga,Matchweek 13,Sun,Home,W,5,0,Union Berlin,1.9,0.3,58.0,30210.0,Lukáš Hrádecký,3-4-3,Robert Schröder,Match Report,,11.0,8.0,17.3,0.0,0.0,0.0,2023,BayerLeverkusen
20,2022-11-09,18:30,Bundesliga,Matchweek 14,Wed,Away,W,2,1,Köln,1.4,1.4,42.0,50000.0,Lukáš Hrádecký,3-4-3,Tobias Stieler,Match Report,,10.0,3.0,18.5,1.0,0.0,0.0,2023,BayerLeverkusen
21,2022-11-12,15:30,Bundesliga,Matchweek 15,Sat,Home,W,2,0,Stuttgart,1.6,0.3,45.0,30210.0,Lukáš Hrádecký,3-4-3,Florian Badstübner,Match Report,,12.0,3.0,16.6,2.0,0.0,0.0,2023,BayerLeverkusen
22,2023-01-22,17:30,Bundesliga,Matchweek 16,Sun,Away,W,3,2,M'Gladbach,2.0,1.0,39.0,53336.0,Lukáš Hrádecký,3-4-3,Harm Osmers,Match Report,,13.0,6.0,16.1,0.0,0.0,0.0,2023,BayerLeverkusen
23,2023-01-25,20:30,Bundesliga,Matchweek 17,Wed,Home,W,2,0,Bochum,1.7,0.7,56.0,25820.0,Lukáš Hrádecký,4-2-3-1,Timo Gerach,Match Report,,10.0,3.0,19.7,1.0,1.0,1.0,2023,BayerLeverkusen
24,2023-01-29,17:30,Bundesliga,Matchweek 18,Sun,Home,L,0,2,Dortmund,1.7,0.9,56.0,30210.0,Lukáš Hrádecký,4-3-3,Tobias Welz,Match Report,,21.0,6.0,16.7,0.0,0.0,0.0,2023,BayerLeverkusen
25,2023-02-03,20:30,Bundesliga,Matchweek 19,Fri,Away,L,0,1,Augsburg,0.6,0.9,59.0,27318.0,Lukáš Hrádecký,3-4-3,Marco Fritz,Match Report,,13.0,4.0,22.7,0.0,0.0,0.0,2023,BayerLeverkusen
26,2023-02-11,15:30,Bundesliga,Matchweek 20,Sat,Away,W,3,1,Hoffenheim,1.4,0.7,50.0,20619.0,Lukáš Hrádecký,3-4-3,Tobias Stieler,Match Report,,12.0,4.0,16.4,0.0,0.0,0.0,2023,BayerLeverkusen
28,2023-02-19,19:30,Bundesliga,Matchweek 21,Sun,Home,L,2,3,Mainz 05,2.2,1.6,66.0,27002.0,Lukáš Hrádecký,4-3-3,Robert Schröder,Match Report,,20.0,6.0,16.6,1.0,0.0,1.0,2023,BayerLeverkusen
30,2023-02-26,15:30,Bundesliga,Matchweek 22,Sun,Away,D,1,1,Freiburg,2.2,0.8,55.0,34000.0,Lukáš Hrádecký,4-3-3,Daniel Siebert,Match Report,,18.0,4.0,16.1,1.0,0.0,0.0,2023,BayerLeverkusen
31,2023-03-05,15:30,Bundesliga,Matchweek 23,Sun,Home,W,4,1,Hertha BSC,1.6,1.1,61.0,30210.0,Lukáš Hrádecký,3-4-3,Patrick Ittrich,Match Report,,16.0,9.0,16.8,0.0,0.0,0.0,2023,BayerLeverkusen
33,2023-03-12,17:30,Bundesliga,Matchweek 24,Sun,Away,W,3,2,Werder Bremen,1.0,1.8,47.0,41000.0,Lukáš Hrádecký,3-4-3,Deniz Aytekin,Match Report,,13.0,5.0,16.8,0.0,0.0,0.0,2023,BayerLeverkusen
35,2023-03-19,17:30,Bundesliga,Matchweek 25,Sun,Home,W,2,1,Bayern Munich,2.0,1.0,40.0,30210.0,Lukáš Hrádecký,4-3-3,Tobias Stieler,Match Report,,9.0,3.0,26.1,1.0,2.0,2.0,2023,BayerLeverkusen
36,2023-04-01,15:30,Bundesliga,Matchweek 26,Sat,Away,W,3,0,Schalke 04,2.7,1.1,52.0,62271.0,Lukáš Hrádecký,3-4-3,Deniz Aytekin,Match Report,,18.0,9.0,17.5,1.0,0.0,0.0,2023,BayerLeverkusen
37,2023-04-08,15:30,Bundesliga,Matchweek 27,Sat,Home,W,3,1,Eint Frankfurt,2.1,0.9,43.0,30210.0,Lukáš Hrádecký,3-4-1-2,Robert Hartmann,Match Report,,14.0,9.0,14.9,0.0,0.0,0.0,2023,BayerLeverkusen
39,2023-04-16,19:30,Bundesliga,Matchweek 28,Sun,Away,D,0,0,Wolfsburg,1.2,0.9,57.0,20137.0,Lukáš Hrádecký,3-4-3,Sascha Stegemann,Match Report,,15.0,4.0,19.0,0.0,0.0,0.0,2023,BayerLeverkusen
41,2023-04-23,17:30,Bundesliga,Matchweek 29,Sun,Home,W,2,0,RB Leipzig,1.1,1.9,31.0,29085.0,Lukáš Hrádecký,3-4-3,Daniel Schlager,Match Report,,6.0,3.0,26.0,0.0,1.0,1.0,2023,BayerLeverkusen
42,2023-04-29,15:30,Bundesliga,Matchweek 30,Sat,Away,D,0,0,Union Berlin,0.8,0.8,65.0,22012.0,Lukáš Hrádecký,3-4-3,Marco Fritz,Match Report,,9.0,1.0,15.2,0.0,0.0,0.0,2023,BayerLeverkusen
43,2023-05-05,20:30,Bundesliga,Matchweek 31,Fri,Home,L,1,2,Köln,0.9,0.8,64.0,30210.0,Lukáš Hrádecký,3-4-3,Felix Zwayer,Match Report,,13.0,3.0,16.7,1.0,0.0,0.0,2023,BayerLeverkusen
45,2023-05-14,15:30,Bundesliga,Matchweek 32,Sun,Away,D,1,1,Stuttgart,1.8,1.3,48.0,47500.0,Lukáš Hrádecký,3-4-3,Frank Willenborg,Match Report,,11.0,1.0,16.8,0.0,1.0,1.0,2023,BayerLeverkusen
47,2023-05-21,19:30,Bundesliga,Matchweek 33,Sun,Home,D,2,2,M'Gladbach,1.6,1.7,47.0,30210.0,Lukáš Hrádecký,3-4-3,Daniel Siebert,Match Report,,13.0,5.0,14.8,0.0,0.0,0.0,2023,BayerLeverkusen
48,2023-05-27,15:30,Bundesliga,Matchweek 34,Sat,Away,L,0,3,Bochum,0.8,1.3,50.0,26000.0,Lukáš Hrádecký,4-3-3,Tobias Welz,Match Report,,11.0,2.0,16.2,1.0,0.0,0.0,2023,BayerLeverkusen
1,2022-08-05,20:30,Bundesliga,Matchweek 1,Fri,Home,L,1,6,Bayern Munich,0.9,4.0,37.0,51500.0,Sebastian Rode,3-4-3,Deniz Aytekin,Match Report,,8.0,2.0,17.9,0.0,0.0,0.0,2023,EintrachtFrankfurt
3,2022-08-13,15:30,Bundesliga,Matchweek 2,Sat,Away,D,1,1,Hertha BSC,1.6,1.7,61.0,45000.0,Kevin Trapp,3-4-3,Frank Willenborg,Match Report,,11.0,1.0,12.6,0.0,0.0,0.0,2023,EintrachtFrankfurt
4,2022-08-21,15:30,Bundesliga,Matchweek 3,Sun,Home,D,1,1,Köln,0.9,0.3,54.0,50800.0,Sebastian Rode,4-2-3-1,Martin Petersen,Match Report,,9.0,3.0,19.9,2.0,0.0,0.0,2023,EintrachtFrankfurt
5,2022-08-28,17:30,Bundesliga,Matchweek 4,Sun,Away,W,4,3,Werder Bremen,1.8,1.8,46.0,41000.0,Sebastian Rode,4-2-3-1,Patrick Ittrich,Match Report,,10.0,6.0,12.7,0.0,0.0,0.0,2023,EintrachtFrankfurt
6,2022-09-03,18:30,Bundesliga,Matchweek 5,Sat,Home,W,4,0,RB Leipzig,3.1,0.2,44.0,49700.0,Sebastian Rode,4-2-3-1,Felix Brych,Match Report,,13.0,8.0,16.3,0.0,1.0,1.0,2023,EintrachtFrankfurt
8,2022-09-10,15:30,Bundesliga,Matchweek 6,Sat,Home,L,0,1,Wolfsburg,0.7,1.0,62.0,49000.0,Kevin Trapp,4-2-3-1,Tobias Reichel,Match Report,,10.0,0.0,17.1,1.0,0.0,0.0,2023,EintrachtFrankfurt
10,2022-09-17,15:30,Bundesliga,Matchweek 7,Sat,Away,W,3,1,Stuttgart,1.0,1.0,44.0,47500.0,Sebastian Rode,3-4-3,Daniel Siebert,Match Report,,13.0,8.0,18.6,2.0,0.0,0.0,2023,EintrachtFrankfurt
11,2022-10-01,15:30,Bundesliga,Matchweek 8,Sat,Home,W,2,0,Union Berlin,0.8,1.0,47.0,50500.0,Sebastian Rode,3-4-3,Sascha Stegemann,Match Report,,13.0,4.0,23.0,1.0,0.0,0.0,2023,EintrachtFrankfurt
